1,121.4878995,31.24916171,上海,上海市
2,100.0926129,23.8878061,云南省,临沧市
3,100.2296284,26.87535109,云南省,丽江市
4,99.17799561,25.1204892,云南省,保山市
5,100.2236748,25.59689964,云南省,大理白族自治州
6,98.58943429,24.44123966,云南省,德宏傣族景颇族自治州
7,98.85993204,25.86067698,云南省,怒江傈僳族自治州
8,104.2462943,23.37408685,云南省,文山壮族苗族自治州
9,102.7146011,25.0491531,云南省,昆明市
10,103.7250207,27.34063296,云南省,昭通市
11,100.9800577,22.78877778,云南省,普洱市
12,103.7825389,25.52075814,云南省,曲靖市
13,101.5293822,25.06635567,云南省,楚雄彝族自治州
14,102.5450679,24.37044713,云南省,玉溪市
15,103.3840648,23.36771752,云南省,红河哈尼族彝族自治州
16,100.8030383,22.009433,云南省,西双版纳傣族自治州
17,99.7136816,27.83102946,云南省,迪庆藏族自治州
18,113.1128464,41.02236295,内蒙古自治区,乌兰察布市
19,106.8319991,39.68317701,内蒙古自治区,乌海市
20,122.0481665,46.08375707,内蒙古自治区,兴安盟
21,109.8462385,40.64711943,内蒙古自治区,包头市
22,119.7608218,49.20163605,内蒙古自治区,呼伦贝尔市
23,111.6603505,40.82831887,内蒙古自治区,呼和浩特市
24,107.4238067,40.7691799,内蒙古自治区,巴彦淖尔市
25,118.9307612,42.29711232,内蒙古自治区,赤峰市
26,122.2603633,43.63375607,内蒙古自治区,通辽市
27,109.9937063,39.81648956,内蒙古自治区,鄂尔多斯市
28,116.0273397,43.93970484,内蒙古自治区,锡林郭勒盟
29,105.6956829,38.84307526,内蒙古自治区,阿拉善盟
30,116.395645,39.92998578,北京,北京市
31,119.3376341,26.09119371,台湾省,台中市
32,114.1304744,22.37483293,台湾省,台北市
33,121.3605259,38.96584479,台湾省,台南市
34,114.2467013,22.72886572,台湾省,嘉义市
38,111.5909528,21.94648225,台湾省,高雄市
39,126.564544,43.87198833,吉林省,吉林市
40,124.3913821,43.1755247,吉林省,四平市
41,129.485902,42.8964136,吉林省,延边朝鲜族自治州
42,124.8329945,45.13604897,吉林省,松原市
43,122.8407767,45.62108628,吉林省,白城市
44,126.4357977,41.9458594,吉林省,白山市
45,125.1336861,42.92330262,吉林省,辽源市
46,125.9426501,41.73639713,吉林省,通化市
47,125.3136424,43.89833761,吉林省,长春市
48,103.7608242,29.60095761,四川省,乐山市
49,105.073056,29.59946153,四川省,内江市
50,102.2595908,27.8923929,四川省,凉山彝族自治州
51,106.105554,30.80096517,四川省,南充市
52,104.6330191,28.7696748,四川省,宜宾市
53,106.7579158,31.86918916,四川省,巴中市
54,105.8196869,32.44104016,四川省,广元市
55,106.6357203,30.46398389,四川省,广安市
56,104.4023978,31.13113965,四川省,德阳市
57,104.0679235,30.67994285,四川省,成都市
58,101.7224232,26.58757126,四川省,攀枝花市
59,105.4439703,28.8959298,四川省,泸州市
60,101.9692321,30.05514411,四川省,甘孜藏族自治州
61,103.8414296,30.06111508,四川省,眉山市
62,104.705519,31.50470126,四川省,绵阳市
63,104.7760713,29.35915689,四川省,自贡市
64,104.6359303,30.13219143,四川省,资阳市
65,107.4949734,31.21419886,四川省,达州市
66,105.5648878,30.55749135,四川省,遂宁市
67,102.2285647,31.90576286,四川省,阿坝藏族羌族自治州
68,103.0093565,29.99971634,四川省,雅安市
69,117.2108131,39.1439299,天津,天津市
70,105.1967542,37.52112419,宁夏回族自治区,中卫市
71,106.2082542,37.993561,宁夏回族自治区,吴忠市
72,106.285268,36.02152348,宁夏回族自治区,固原市
73,106.3793372,39.02022328,宁夏回族自治区,石嘴山市
74,106.2064786,38.50262101,宁夏回族自治区,银川市
75,115.7879282,33.87121057,安徽省,亳州市
76,116.5052527,31.75555836,安徽省,六安市
77,117.2826991,31.86694226,安徽省,合肥市
78,117.0587388,30.53789782,安徽省,安庆市
79,118.7520963,30.95164235,安徽省,宣城市
80,116.9886924,33.63677239,安徽省,宿州市
81,117.4944768,30.66001925,安徽省,池州市
82,116.7914474,33.96002331,安徽省,淮北市
83,117.0186389,32.64281182,安徽省,淮南市
84,118.3245704,32.3173506,安徽省,滁州市
85,118.3841084,31.36601979,安徽省,芜湖市
86,117.3570799,32.92949891,安徽省,蚌埠市
87,117.8194287,30.94092969,安徽省,铜陵市
88,115.8209323,32.90121133,安徽省,阜阳市
89,118.5158818,31.68852816,安徽省,马鞍山市
90,118.2935696,29.73443486,安徽省,黄山市
91,118.5839263,37.48712116,山东省,东营市
92,118.3407682,35.07240907,山东省,临沂市
93,122.0939584,37.52878708,山东省,威海市
94,116.3281614,37.46082593,山东省,德州市
95,119.5071799,35.42022519,山东省,日照市
96,117.2793054,34.80788308,山东省,枣庄市
97,117.0894149,36.18807776,山东省,泰安市
98,117.0249671,36.68278473,山东省,济南市
99,116.6007976,35.40212166,山东省,济宁市
100,118.0591343,36.80468485,山东省,淄博市
101,117.9682924,37.40531394,山东省,滨州市
102,119.1426338,36.71611487,山东省,潍坊市
103,121.309555,37.53656156,山东省,烟台市
104,115.9868691,36.45582851,山东省,聊城市
105,117.6846669,36.23365413,山东省,莱芜市
106,115.4633598,35.2624405,山东省,菏泽市
107,120.3844282,36.1052149,山东省,青岛市
108,111.5387876,36.09974544,山西省,临汾市
109,111.1431566,37.5273161,山西省,吕梁市
110,113.2905087,40.1137445,山西省,大同市
111,112.5508636,37.89027705,山西省,太原市
112,112.7279388,38.46103057,山西省,忻州市
113,112.7385144,37.69336153,山西省,晋中市
114,112.8673328,35.49983447,山西省,晋城市
115,112.4799277,39.33767197,山西省,朔州市
116,111.0068537,35.03885948,山西省,运城市
117,113.1202921,36.20166439,山西省,长治市
118,113.5692376,37.86952949,山西省,阳泉市
119,113.763434,23.04302382,广东省,东莞市
120,113.42206,22.54517751,广东省,中山市
121,112.050946,22.93797569,广东省,云浮市
122,113.1340256,23.03509484,广东省,佛山市
123,113.3076497,23.1200491,广东省,广州市
124,114.4106581,23.11353985,广东省,惠州市
125,116.3795009,23.54799947,广东省,揭阳市
126,116.1264031,24.30457061,广东省,梅州市
127,116.7286503,23.38390845,广东省,汕头市
128,115.3729243,22.7787305,广东省,汕尾市
129,113.0781253,22.57511678,广东省,江门市
130,114.7137215,23.75725085,广东省,河源市
131,114.0259737,22.54605355,广东省,深圳市
132,113.0407733,23.69846855,广东省,清远市
133,110.3650673,21.2574631,广东省,湛江市
134,116.630076,23.66181168,广东省,潮州市
135,113.562447,22.25691465,广东省,珠海市
136,112.4796534,23.07866328,广东省,肇庆市
137,110.9312453,21.66822572,广东省,茂名市
138,111.9770098,21.8715173,广东省,阳江市
139,113.5944611,24.80296031,广东省,韶关市
140,109.1226279,21.47271824,广西壮族自治区,北海市
141,108.2972336,22.80649294,广西壮族自治区,南宁市
142,107.357322,22.4154553,广西壮族自治区,崇左市
143,109.2318165,23.74116593,广西壮族自治区,来宾市
144,109.4224018,24.32905335,广西壮族自治区,柳州市
145,110.2609201,25.26290125,广西壮族自治区,桂林市
146,111.305472,23.48539464,广西壮族自治区,梧州市
147,108.0699477,24.69952078,广西壮族自治区,河池市
148,110.1516763,22.64397361,广西壮族自治区,玉林市
149,106.6318214,23.90151237,广西壮族自治区,百色市
150,109.6137076,23.10337316,广西壮族自治区,贵港市
151,111.5525942,24.41105355,广西壮族自治区,贺州市
152,108.6387981,21.97335047,广西壮族自治区,钦州市
153,108.3517912,21.61739847,广西壮族自治区,防城港市
154,87.56498774,43.84038035,新疆维吾尔自治区,乌鲁木齐市
155,81.29785353,43.9222481,新疆维吾尔自治区,伊犁哈萨克自治州
156,76.13756448,39.75034558,新疆维吾尔自治区,克孜勒苏柯尔克孜自治州
157,84.88118019,45.59433107,新疆维吾尔自治区,克拉玛依市
158,82.05243627,44.91365137,新疆维吾尔自治区,博尔塔拉蒙古自治州
159,89.18159487,42.96047002,新疆维吾尔自治区,吐鲁番地区
160,79.93023864,37.11677449,新疆维吾尔自治区,和田地区
161,93.52835509,42.85859633,新疆维吾尔自治区,哈密地区
162,75.99297327,39.47062719,新疆维吾尔自治区,喀什地区
163,82.97488058,46.75868363,新疆维吾尔自治区,塔城地区
165,87.29603813,44.0070579,新疆维吾尔自治区,昌吉回族自治州
166,85.61489934,42.12700096,新疆维吾尔自治区,自治区直辖
167,80.26984618,41.1717309,新疆维吾尔自治区,阿克苏地区
168,88.13791549,47.83974449,新疆维吾尔自治区,阿勒泰地区
169,118.7780744,32.0572355,江苏省,南京市
170,120.873801,32.01466454,江苏省,南通市
171,118.2968934,33.95204973,江苏省,宿迁市
172,119.981861,31.77139674,江苏省,常州市
173,117.1881066,34.27155343,江苏省,徐州市
174,119.4277776,32.40850525,江苏省,扬州市
175,120.3054559,31.57003745,江苏省,无锡市
176,119.919606,32.47605327,江苏省,泰州市
177,119.0301864,33.60651274,江苏省,淮安市
178,120.1488718,33.37986188,江苏省,盐城市
179,120.6199071,31.31798737,江苏省,苏州市
180,119.1738722,34.60154897,江苏省,连云港市
181,119.4558354,32.20440944,江苏省,镇江市
182,117.9554639,28.45762255,江西省,上饶市
183,115.999848,29.71963953,江西省,九江市
184,115.8935275,28.689578,江西省,南昌市
185,114.9920387,27.11384765,江西省,吉安市
186,114.4000387,27.8111299,江西省,宜春市
187,116.3609189,27.95454517,江西省,抚州市
188,114.9471174,27.82232156,江西省,新余市
189,117.1865226,29.30356277,江西省,景德镇市
190,113.859917,27.63954422,江西省,萍乡市
191,114.9359091,25.84529554,江西省,赣州市
192,117.0354502,28.2413096,江西省,鹰潭市
193,115.4948102,38.88656455,河北省,保定市
194,118.1834506,39.65053092,河北省,唐山市
195,116.7036022,39.51861063,河北省,廊坊市
